task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,422 + 667 =,1089,1100,False,27bc4244,4,"[FINAL]  1100

[END]",20.612047544000234,10,387,False
n_ary,2_ops,010 + 682 =,692,622,False,3baaadec,4,"[FINAL]  622

[END]",20.612047544000234,9,387,False
n_ary,2_ops,093 + 022 =,115,115,True,3cd3f3bb,4,"[FINAL]  115

#",20.612047544000234,7,387,False
n_ary,2_ops,952 + 542 =,1494,1474,False,8117e367,4,"[FINAL]  1474

#",20.612047544000234,8,387,False
n_ary,2_ops,709 + 197 =,906,976,False,79ce4a3b,4,"[FINAL]  976

#",20.612047544000234,7,387,False
n_ary,2_ops,768 + 398 =,1166,1146,False,73337129,4,"[FINAL]  1146

#",20.612047544000234,8,387,False
n_ary,2_ops,222 + 676 =,898,998,False,5115b7e9,4,"[FINAL]  998

[END]",20.612047544000234,9,387,False
n_ary,2_ops,189 + 700 =,889,899,False,b85f3ccb,4,"[FINAL]  899

#",20.612047544000234,7,387,False
n_ary,2_ops,576 + 821 =,1397,1387,False,5ec3b968,4,"[FINAL]  1387

#",20.501127686000018,8,387,False
n_ary,2_ops,164 + 036 =,200,180,False,100d21dc,4,"[FINAL]  180

#",20.501127686000018,7,387,False
n_ary,2_ops,382 + 338 =,720,710,False,f6f472ca,4,"[FINAL]  710

#",20.501127686000018,7,387,False
n_ary,2_ops,424 + 764 =,1188,1208,False,18afc29b,4,"[FINAL]  1208
[END]",20.501127686000018,9,387,False
n_ary,2_ops,588 + 124 =,712,732,False,e89b8792,4,"[FINAL]  732

#",20.501127686000018,7,387,False
n_ary,2_ops,319 + 586 =,905,985,False,e359fbec,4,"[FINAL]  985

#",20.501127686000018,7,387,False
n_ary,2_ops,965 + 487 =,1452,1432,False,3e2d8e37,4,"[FINAL]  1432

#",20.501127686000018,8,387,False
n_ary,2_ops,146 + 176 =,322,332,False,b10c4648,4,"[FINAL]  332

[END]",20.501127686000018,9,387,False
n_ary,2_ops,214 + 628 =,842,932,False,7d516846,4,"[FINAL]  932
[END]",21.63744185600035,8,387,False
n_ary,2_ops,831 + 437 =,1268,1288,False,1730f115,4,"[FINAL]  1288

[END]",21.63744185600035,10,387,False
n_ary,2_ops,527 + 872 =,1399,1449,False,41ea7521,4,"[FINAL]  1449

[END]",21.63744185600035,10,387,False
n_ary,2_ops,585 + 618 =,1203,1243,False,dfeea764,4,"[FINAL]  1243

[END]",21.63744185600035,10,387,False
n_ary,2_ops,768 + 435 =,1203,1243,False,0cca9144,4,"[FINAL]  1243

#",21.63744185600035,8,387,False
n_ary,2_ops,230 + 804 =,1034,1144,False,516477ac,4,"[FINAL]  1144

[END]",21.63744185600035,10,387,False
n_ary,2_ops,584 + 120 =,704,664,False,458c7c0d,4,"[FINAL]  664

#",21.63744185600035,7,387,False
n_ary,2_ops,256 + 876 =,1132,1142,False,88879fc0,4,"[FINAL]  1142

[END]",21.63744185600035,10,387,False
n_ary,2_ops,906 + 994 =,1900,1916,False,fdbe18e4,4,"[FINAL]  1916

[END]",22.311176022999916,10,387,False
n_ary,2_ops,253 + 338 =,591,621,False,fb6d663e,4,"[FINAL]  621

#",22.311176022999916,7,387,False
n_ary,2_ops,979 + 500 =,1479,1499,False,dfce9a7c,4,[FINAL]  1499 [END],22.311176022999916,8,387,False
n_ary,2_ops,107 + 820 =,927,1890,False,b721f7f2,4,"[FINAL]  1890
[END]",22.311176022999916,9,387,False
n_ary,2_ops,960 + 825 =,1785,1815,False,123f0a10,4,"[FINAL]  1815

#",22.311176022999916,8,387,False
n_ary,2_ops,214 + 305 =,519,599,False,97ca0da0,4,"[FINAL]  599

[END]",22.311176022999916,9,387,False
n_ary,2_ops,654 + 178 =,832,822,False,1f164606,4,"[FINAL]  822

[END]",22.311176022999916,9,387,False
n_ary,2_ops,949 + 273 =,1222,1232,False,e309aa72,4,"[FINAL]  1232

#",22.311176022999916,8,387,False
n_ary,2_ops,645 + 706 =,1351,1421,False,09bf3d90,4,"[FINAL]  1421

[END]",22.54667745200004,10,387,False
n_ary,2_ops,710 + 909 =,1619,1709,False,0e995771,4,"[FINAL]  1709

#",22.54667745200004,8,387,False
n_ary,2_ops,804 + 891 =,1695,1735,False,a4a8a90b,4,"[FINAL]  1735

#",22.54667745200004,8,387,False
n_ary,2_ops,190 + 459 =,649,649,True,ac1ccb5a,4,"[FINAL]  649

#",22.54667745200004,7,387,False
n_ary,2_ops,168 + 861 =,1029,2539,False,278ac74e,4,"[FINAL]  2539

#",22.54667745200004,8,387,False
n_ary,2_ops,681 + 277 =,958,958,True,dad1b7d1,4,"[FINAL]  958

#",22.54667745200004,7,387,False
n_ary,2_ops,931 + 236 =,1167,1197,False,d6debe84,4,"[FINAL]  1197

#",22.54667745200004,8,387,False
n_ary,2_ops,951 + 428 =,1379,1379,True,edd198d1,4,"[FINAL]  1379

#",22.54667745200004,8,387,False
n_ary,2_ops,441 + 948 =,1389,1350,False,293ba278,4,"[FINAL]  1350

[END]",22.975047250999978,10,387,False
n_ary,2_ops,429 + 839 =,1268,1338,False,a370798e,4,"[FINAL]  1338

#",22.975047250999978,8,387,False
n_ary,2_ops,272 + 598 =,870,810,False,c1486b3b,4,"[FINAL]  810

[END]",22.975047250999978,9,387,False
n_ary,2_ops,885 + 628 =,1513,1543,False,80a8c933,4,"[FINAL]  1543

[END]",22.975047250999978,10,387,False
n_ary,2_ops,631 + 918 =,1549,1619,False,0fe2e8c8,4,"[FINAL]  1619

#",22.975047250999978,8,387,False
n_ary,2_ops,557 + 162 =,719,799,False,efd23f16,4,"[FINAL]  799

[END]",22.975047250999978,9,387,False
n_ary,2_ops,910 + 038 =,948,938,False,aa38602b,4,"[FINAL]  938

#",22.975047250999978,7,387,False
n_ary,2_ops,622 + 212 =,834,844,False,4605f6eb,4,"[FINAL]  844
[END]",22.975047250999978,8,387,False
